year,state,month,month_name,unemployment,date,region,division
2008,Illinois,11,November,7.3,2008-11-01,Midwest,East North Central
2008,Illinois,10,October,6.9,2008-10-01,Midwest,East North Central
2008,Illinois,9,September,6.7,2008-09-01,Midwest,East North Central
2008,Illinois,8,August,6.5,2008-08-01,Midwest,East North Central
2008,Illinois,7,July,6.3,2008-07-01,Midwest,East North Central
2008,Illinois,6,June,6.1,2008-06-01,Midwest,East North Central
2008,Illinois,5,May,5.9,2008-05-01,Midwest,East North Central
2008,Illinois,4,April,5.7,2008-04-01,Midwest,East North Central
2008,Illinois,3,March,5.6,2008-03-01,Midwest,East North Central
2008,Illinois,2,February,5.5,2008-02-01,Midwest,East North Central
2008,Illinois,1,January,5.4,2008-01-01,Midwest,East North Central
2007,Illinois,12,December,5.4,2007-12-01,Midwest,East North Central
2007,Illinois,11,November,5.4,2007-11-01,Midwest,East North Central
2007,Illinois,10,October,5.3,2007-10-01,Midwest,East North Central
2007,Illinois,9,September,5.2,2007-09-01,Midwest,East North Central
2007,Illinois,8,August,5.1,2007-08-01,Midwest,East North Central
2007,Illinois,7,July,5,2007-07-01,Midwest,East North Central
2007,Illinois,6,June,4.9,2007-06-01,Midwest,East North Central
2007,Illinois,5,May,4.8,2007-05-01,Midwest,East North Central
2007,Illinois,4,April,4.7,2007-04-01,Midwest,East North Central
2007,Illinois,3,March,4.6,2007-03-01,Midwest,East North Central
2007,Illinois,2,February,4.6,2007-02-01,Midwest,East North Central
2007,Illinois,1,January,4.5,2007-01-01,Midwest,East North Central
2006,Illinois,12,December,4.4,2006-12-01,Midwest,East North Central
2006,Illinois,11,November,4.4,2006-11-01,Midwest,East North Central
2006,Illinois,10,October,4.4,2006-10-01,Midwest,East North Central
2006,Illinois,9,September,4.3,2006-09-01,Midwest,East North Central
2006,Illinois,8,August,4.4,2006-08-01,Midwest,East North Central
2006,Illinois,7,July,4.4,2006-07-01,Midwest,East North Central
2006,Illinois,6,June,4.5,2006-06-01,Midwest,East North Central
2006,Illinois,5,May,4.6,2006-05-01,Midwest,East North Central
2006,Illinois,4,April,4.6,2006-04-01,Midwest,East North Central
2006,Illinois,3,March,4.8,2006-03-01,Midwest,East North Central
2006,Illinois,2,February,4.9,2006-02-01,Midwest,East North Central
2006,Illinois,1,January,5.1,2006-01-01,Midwest,East North Central
2016,Indiana,12,December,4,2016-12-01,Midwest,East North Central
2016,Indiana,11,November,4.1,2016-11-01,Midwest,East North Central
2016,Indiana,10,October,4.2,2016-10-01,Midwest,East North Central
2016,Indiana,9,September,4.3,2016-09-01,Midwest,East North Central
2016,Indiana,8,August,4.3,2016-08-01,Midwest,East North Central
2016,Indiana,7,July,4.4,2016-07-01,Midwest,East North Central
2016,Indiana,6,June,4.5,2016-06-01,Midwest,East North Central
2016,Indiana,5,May,4.6,2016-05-01,Midwest,East North Central
2016,Indiana,4,April,4.7,2016-04-01,Midwest,East North Central
2016,Indiana,3,March,4.7,2016-03-01,Midwest,East North Central
2016,Indiana,2,February,4.7,2016-02-01,Midwest,East North Central
2016,Indiana,1,January,4.6,2016-01-01,Midwest,East North Central
2015,Indiana,12,December,4.6,2015-12-01,Midwest,East North Central
2015,Indiana,11,November,4.6,2015-11-01,Midwest,East North Central
2015,Indiana,10,October,4.5,2015-10-01,Midwest,East North Central
2015,Indiana,9,September,4.6,2015-09-01,Midwest,East North Central
2015,Indiana,8,August,4.6,2015-08-01,Midwest,East North Central
2015,Indiana,7,July,4.7,2015-07-01,Midwest,East North Central
2015,Indiana,6,June,4.8,2015-06-01,Midwest,East North Central
2015,Indiana,5,May,4.9,2015-05-01,Midwest,East North Central
2015,Indiana,4,April,5,2015-04-01,Midwest,East North Central
2015,Indiana,3,March,5.1,2015-03-01,Midwest,East North Central
2015,Indiana,2,February,5.3,2015-02-01,Midwest,East North Central
2015,Indiana,1,January,5.4,2015-01-01,Midwest,East North Central
2014,Indiana,12,December,5.5,2014-12-01,Midwest,East North Central
2014,Indiana,11,November,5.6,2014-11-01,Midwest,East North Central
2014,Indiana,10,October,5.7,2014-10-01,Midwest,East North Central
2014,Indiana,9,September,5.8,2014-09-01,Midwest,East North Central
2014,Indiana,8,August,5.9,2014-08-01,Midwest,East North Central
2014,Indiana,7,July,5.9,2014-07-01,Midwest,East North Central
2014,Indiana,6,June,6,2014-06-01,Midwest,East North Central
2014,Indiana,5,May,6.1,2014-05-01,Midwest,East North Central
2014,Indiana,4,April,6.1,2014-04-01,Midwest,East North Central
2014,Indiana,3,March,6.2,2014-03-01,Midwest,East North Central
2014,Indiana,2,February,6.3,2014-02-01,Midwest,East North Central
2014,Indiana,1,January,6.4,2014-01-01,Midwest,East North Central
2013,Indiana,12,December,6.5,2013-12-01,Midwest,East North Central
2013,Indiana,11,November,6.7,2013-11-01,Midwest,East North Central
2013,Indiana,10,October,7,2013-10-01,Midwest,East North Central
2013,Indiana,9,September,7.2,2013-09-01,Midwest,East North Central
2013,Indiana,8,August,7.5,2013-08-01,Midwest,East North Central
2013,Indiana,7,July,7.6,2013-07-01,Midwest,East North Central
2013,Indiana,6,June,7.8,2013-06-01,Midwest,East North Central
2013,Indiana,5,May,8,2013-05-01,Midwest,East North Central
2013,Indiana,4,April,8.1,2013-04-01,Midwest,East North Central
2013,Indiana,3,March,8.3,2013-03-01,Midwest,East North Central
2013,Indiana,2,February,8.4,2013-02-01,Midwest,East North Central
2013,Indiana,1,January,8.5,2013-01-01,Midwest,East North Central
2012,Indiana,12,December,8.4,2012-12-01,Midwest,East North Central
2012,Indiana,11,November,8.4,2012-11-01,Midwest,East North Central
2012,Indiana,10,October,8.3,2012-10-01,Midwest,East North Central
2012,Indiana,9,September,8.3,2012-09-01,Midwest,East North Central
2012,Indiana,8,August,8.3,2012-08-01,Midwest,East North Central
2012,Indiana,7,July,8.3,2012-07-01,Midwest,East North Central
2012,Indiana,6,June,8.3,2012-06-01,Midwest,East North Central
2012,Indiana,5,May,8.3,2012-05-01,Midwest,East North Central
2012,Indiana,4,April,8.3,2012-04-01,Midwest,East North Central
2012,Indiana,3,March,8.3,2012-03-01,Midwest,East North Central
2012,Indiana,2,February,8.4,2012-02-01,Midwest,East North Central
2012,Indiana,1,January,8.6,2012-01-01,Midwest,East North Central
2011,Indiana,12,December,8.8,2011-12-01,Midwest,East North Central
2011,Indiana,11,November,9,2011-11-01,Midwest,East North Central
2011,Indiana,10,October,9.2,2011-10-01,Midwest,East North Central
2011,Indiana,9,September,9.4,2011-09-01,Midwest,East North Central
2011,Indiana,8,August,9.4,2011-08-01,Midwest,East North Central
2011,Indiana,7,July,9.3,2011-07-01,Midwest,East North Central
2011,Indiana,6,June,9.2,2011-06-01,Midwest,East North Central
2011,Indiana,5,May,9,2011-05-01,Midwest,East North Central
2011,Indiana,4,April,8.9,2011-04-01,Midwest,East North Central
2011,Indiana,3,March,8.9,2011-03-01,Midwest,East North Central
2011,Indiana,2,February,9,2011-02-01,Midwest,East North Central
2011,Indiana,1,January,9.2,2011-01-01,Midwest,East North Central
2010,Indiana,12,December,9.4,2010-12-01,Midwest,East North Central
2010,Indiana,11,November,9.7,2010-11-01,Midwest,East North Central
2010,Indiana,10,October,9.9,2010-10-01,Midwest,East North Central
2010,Indiana,9,September,10,2010-09-01,Midwest,East North Central
2010,Indiana,8,August,10.1,2010-08-01,Midwest,East North Central
2010,Indiana,7,July,10.3,2010-07-01,Midwest,East North Central
2010,Indiana,6,June,10.4,2010-06-01,Midwest,East North Central
2010,Indiana,5,May,10.6,2010-05-01,Midwest,East North Central
2010,Indiana,4,April,10.8,2010-04-01,Midwest,East North Central
2010,Indiana,3,March,10.9,2010-03-01,Midwest,East North Central
2010,Indiana,2,February,11,2010-02-01,Midwest,East North Central
2010,Indiana,1,January,11,2010-01-01,Midwest,East North Central
2009,Indiana,12,December,10.8,2009-12-01,Midwest,East North Central
2009,Indiana,11,November,10.7,2009-11-01,Midwest,East North Central
2009,Indiana,10,October,10.6,2009-10-01,Midwest,East North Central
2009,Indiana,9,September,10.5,2009-09-01,Midwest,East North Central
2009,Indiana,8,August,10.5,2009-08-01,Midwest,East North Central
2009,Indiana,7,July,10.6,2009-07-01,Midwest,East North Central
2009,Indiana,6,June,10.6,2009-06-01,Midwest,East North Central
2009,Indiana,5,May,10.5,2009-05-01,Midwest,East North Central
2009,Indiana,4,April,10.3,2009-04-01,Midwest,East North Central
2009,Indiana,3,March,10,2009-03-01,Midwest,East North Central
2009,Indiana,2,February,9.5,2009-02-01,Midwest,East North Central
2009,Indiana,1,January,8.9,2009-01-01,Midwest,East North Central
2008,Indiana,12,December,8.2,2008-12-01,Midwest,East North Central
2008,Indiana,11,November,7.5,2008-11-01,Midwest,East North Central
2008,Indiana,10,October,6.9,2008-10-01,Midwest,East North Central
2008,Indiana,9,September,6.5,2008-09-01,Midwest,East North Central
2008,Indiana,8,August,6.1,2008-08-01,Midwest,East North Central
2008,Indiana,7,July,5.8,2008-07-01,Midwest,East North Central
2008,Indiana,6,June,5.5,2008-06-01,Midwest,East North Central
2008,Indiana,5,May,5.3,2008-05-01,Midwest,East North Central
2008,Indiana,4,April,5,2008-04-01,Midwest,East North Central
2008,Indiana,3,March,4.8,2008-03-01,Midwest,East North Central
2008,Indiana,2,February,4.7,2008-02-01,Midwest,East North Central
2008,Indiana,1,January,4.7,2008-01-01,Midwest,East North Central
2007,Indiana,12,December,4.7,2007-12-01,Midwest,East North Central
2007,Indiana,11,November,4.7,2007-11-01,Midwest,East North Central
2007,Indiana,10,October,4.6,2007-10-01,Midwest,East North Central
2007,Indiana,9,September,4.6,2007-09-01,Midwest,East North Central
2007,Indiana,8,August,4.5,2007-08-01,Midwest,East North Central
2007,Indiana,7,July,4.5,2007-07-01,Midwest,East North Central
2007,Indiana,6,June,4.4,2007-06-01,Midwest,East North Central
2007,Indiana,5,May,4.4,2007-05-01,Midwest,East North Central
2007,Indiana,4,April,4.5,2007-04-01,Midwest,East North Central
2007,Indiana,3,March,4.5,2007-03-01,Midwest,East North Central
2007,Indiana,2,February,4.6,2007-02-01,Midwest,East North Central
2007,Indiana,1,January,4.7,2007-01-01,Midwest,East North Central
2006,Indiana,12,December,4.8,2006-12-01,Midwest,East North Central
2006,Indiana,11,November,4.9,2006-11-01,Midwest,East North Central
2006,Indiana,10,October,5,2006-10-01,Midwest,East North Central
2006,Indiana,9,September,5.1,2006-09-01,Midwest,East North Central
2006,Indiana,8,August,5.1,2006-08-01,Midwest,East North Central
2006,Indiana,7,July,5.2,2006-07-01,Midwest,East North Central
2006,Indiana,6,June,5.2,2006-06-01,Midwest,East North Central
2006,Indiana,5,May,5.2,2006-05-01,Midwest,East North Central
2006,Indiana,4,April,5.1,2006-04-01,Midwest,East North Central
2006,Indiana,3,March,5.1,2006-03-01,Midwest,East North Central
2006,Indiana,2,February,5.1,2006-02-01,Midwest,East North Central
2006,Indiana,1,January,5.2,2006-01-01,Midwest,East North Central
2016,Iowa,12,December,3.5,2016-12-01,Midwest,West North Central
2016,Iowa,11,November,3.5,2016-11-01,Midwest,West North Central
2016,Iowa,10,October,3.6,2016-10-01,Midwest,West North Central
2016,Iowa,9,September,3.6,2016-09-01,Midwest,West North Central
2016,Iowa,8,August,3.6,2016-08-01,Midwest,West North Central
2016,Iowa,7,July,3.7,2016-07-01,Midwest,West North Central
2016,Iowa,6,June,3.7,2016-06-01,Midwest,West North Central
2016,Iowa,5,May,3.7,2016-05-01,Midwest,West North Central
2016,Iowa,4,April,3.6,2016-04-01,Midwest,West North Central
2016,Iowa,3,March,3.6,2016-03-01,Midwest,West North Central
2016,Iowa,2,February,3.6,2016-02-01,Midwest,West North Central
2016,Iowa,1,January,3.6,2016-01-01,Midwest,West North Central
2015,Iowa,12,December,3.7,2015-12-01,Midwest,West North Central
2015,Iowa,11,November,3.7,2015-11-01,Midwest,West North Central
2015,Iowa,10,October,3.7,2015-10-01,Midwest,West North Central
2015,Iowa,9,September,3.7,2015-09-01,Midwest,West North Central
2015,Iowa,8,August,3.7,2015-08-01,Midwest,West North Central
2015,Iowa,7,July,3.7,2015-07-01,Midwest,West North Central
2015,Iowa,6,June,3.8,2015-06-01,Midwest,West North Central
2015,Iowa,5,May,3.8,2015-05-01,Midwest,West North Central
2015,Iowa,4,April,3.8,2015-04-01,Midwest,West North Central
2015,Iowa,3,March,3.9,2015-03-01,Midwest,West North Central
2015,Iowa,2,February,3.9,2015-02-01,Midwest,West North Central
2015,Iowa,1,January,3.9,2015-01-01,Midwest,West North Central
2014,Iowa,12,December,4,2014-12-01,Midwest,West North Central
2014,Iowa,11,November,4.1,2014-11-01,Midwest,West North Central
2014,Iowa,10,October,4.1,2014-10-01,Midwest,West North Central
2014,Iowa,9,September,4.2,2014-09-01,Midwest,West North Central
2014,Iowa,8,August,4.2,2014-08-01,Midwest,West North Central
2014,Iowa,7,July,4.2,2014-07-01,Midwest,West North Central
2014,Iowa,6,June,4.3,2014-06-01,Midwest,West North Central
2014,Iowa,5,May,4.3,2014-05-01,Midwest,West North Central
2014,Iowa,4,April,4.3,2014-04-01,Midwest,West North Central
2014,Iowa,3,March,4.4,2014-03-01,Midwest,West North Central
2014,Iowa,2,February,4.4,2014-02-01,Midwest,West North Central
2014,Iowa,1,January,4.4,2014-01-01,Midwest,West North Central
2013,Iowa,12,December,4.5,2013-12-01,Midwest,West North Central
2013,Iowa,11,November,4.5,2013-11-01,Midwest,West North Central
2013,Iowa,10,October,4.5,2013-10-01,Midwest,West North Central
2013,Iowa,9,September,4.6,2013-09-01,Midwest,West North Central
2013,Iowa,8,August,4.7,2013-08-01,Midwest,West North Central
2013,Iowa,7,July,4.7,2013-07-01,Midwest,West North Central
2013,Iowa,6,June,4.8,2013-06-01,Midwest,West North Central
2013,Iowa,5,May,4.9,2013-05-01,Midwest,West North Central
2013,Iowa,4,April,4.9,2013-04-01,Midwest,West North Central
2013,Iowa,3,March,4.9,2013-03-01,Midwest,West North Central
2013,Iowa,2,February,4.9,2013-02-01,Midwest,West North Central
2013,Iowa,1,January,4.9,2013-01-01,Midwest,West North Central
2012,Iowa,12,December,4.9,2012-12-01,Midwest,West North Central
2012,Iowa,11,November,4.9,2012-11-01,Midwest,West North Central
2012,Iowa,10,October,5,2012-10-01,Midwest,West North Central
2012,Iowa,9,September,5,2012-09-01,Midwest,West North Central
2012,Iowa,8,August,5,2012-08-01,Midwest,West North Central
2012,Iowa,7,July,5,2012-07-01,Midwest,West North Central
2012,Iowa,6,June,5.1,2012-06-01,Midwest,West North Central
2012,Iowa,5,May,5,2012-05-01,Midwest,West North Central
2012,Iowa,4,April,5.1,2012-04-01,Midwest,West North Central
2012,Iowa,3,March,5.1,2012-03-01,Midwest,West North Central
2012,Iowa,2,February,5.1,2012-02-01,Midwest,West North Central
2012,Iowa,1,January,5.2,2012-01-01,Midwest,West North Central
2011,Iowa,12,December,5.3,2011-12-01,Midwest,West North Central
2011,Iowa,11,November,5.4,2011-11-01,Midwest,West North Central
2011,Iowa,10,October,5.5,2011-10-01,Midwest,West North Central
2011,Iowa,9,September,5.5,2011-09-01,Midwest,West North Central
2011,Iowa,8,August,5.5,2011-08-01,Midwest,West North Central
2011,Iowa,7,July,5.5,2011-07-01,Midwest,West North Central
2011,Iowa,6,June,5.5,2011-06-01,Midwest,West North Central
2011,Iowa,5,May,5.5,2011-05-01,Midwest,West North Central
2011,Iowa,4,April,5.6,2011-04-01,Midwest,West North Central
2011,Iowa,3,March,5.6,2011-03-01,Midwest,West North Central
2011,Iowa,2,February,5.7,2011-02-01,Midwest,West North Central
2011,Iowa,1,January,5.7,2011-01-01,Midwest,West North Central
2010,Iowa,12,December,5.8,2010-12-01,Midwest,West North Central
2010,Iowa,11,November,5.8,2010-11-01,Midwest,West North Central
2010,Iowa,10,October,5.9,2010-10-01,Midwest,West North Central
2010,Iowa,9,September,5.9,2010-09-01,Midwest,West North Central
2010,Iowa,8,August,5.9,2010-08-01,Midwest,West North Central
2010,Iowa,7,July,5.9,2010-07-01,Midwest,West North Central
2010,Iowa,6,June,5.9,2010-06-01,Midwest,West North Central
2010,Iowa,5,May,6,2010-05-01,Midwest,West North Central
2010,Iowa,4,April,6.1,2010-04-01,Midwest,West North Central
2010,Iowa,3,March,6.2,2010-03-01,Midwest,West North Central
2010,Iowa,2,February,6.3,2010-02-01,Midwest,West North Central
2010,Iowa,1,January,6.4,2010-01-01,Midwest,West North Central
2009,Iowa,12,December,6.4,2009-12-01,Midwest,West North Central
2009,Iowa,11,November,6.4,2009-11-01,Midwest,West North Central
2009,Iowa,10,October,6.5,2009-10-01,Midwest,West North Central
2009,Iowa,9,September,6.5,2009-09-01,Midwest,West North Central
2009,Iowa,8,August,6.6,2009-08-01,Midwest,West North Central
2009,Iowa,7,July,6.6,2009-07-01,Midwest,West North Central
2009,Iowa,6,June,6.6,2009-06-01,Midwest,West North Central
2009,Iowa,5,May,6.6,2009-05-01,Midwest,West North Central
2009,Iowa,4,April,6.5,2009-04-01,Midwest,West North Central
2009,Iowa,3,March,6.3,2009-03-01,Midwest,West North Central
2009,Iowa,2,February,6,2009-02-01,Midwest,West North Central
2009,Iowa,1,January,5.7,2009-01-01,Midwest,West North Central
2008,Iowa,12,December,5.3,2008-12-01,Midwest,West North Central
2008,Iowa,11,November,5,2008-11-01,Midwest,West North Central
2008,Iowa,10,October,4.7,2008-10-01,Midwest,West North Central
2008,Iowa,9,September,4.4,2008-09-01,Midwest,West North Central
2008,Iowa,8,August,4.3,2008-08-01,Midwest,West North Central
2008,Iowa,7,July,4.2,2008-07-01,Midwest,West North Central
2008,Iowa,6,June,4.1,2008-06-01,Midwest,West North Central
2008,Iowa,5,May,3.9,2008-05-01,Midwest,West North Central
2008,Iowa,4,April,3.8,2008-04-01,Midwest,West North Central
2008,Iowa,3,March,3.7,2008-03-01,Midwest,West North Central
2008,Iowa,2,February,3.7,2008-02-01,Midwest,West North Central
2008,Iowa,1,January,3.7,2008-01-01,Midwest,West North Central
2007,Iowa,12,December,3.7,2007-12-01,Midwest,West North Central
2007,Iowa,11,November,3.7,2007-11-01,Midwest,West North Central
2007,Iowa,10,October,3.7,2007-10-01,Midwest,West North Central
2007,Iowa,9,September,3.7,2007-09-01,Midwest,West North Central
2007,Iowa,8,August,3.7,2007-08-01,Midwest,West North Central
2007,Iowa,7,July,3.7,2007-07-01,Midwest,West North Central
2007,Iowa,6,June,3.7,2007-06-01,Midwest,West North Central
2007,Iowa,5,May,3.7,2007-05-01,Midwest,West North Central
2007,Iowa,4,April,3.7,2007-04-01,Midwest,West North Central
2007,Iowa,3,March,3.7,2007-03-01,Midwest,West North Central
2007,Iowa,2,February,3.7,2007-02-01,Midwest,West North Central
2007,Iowa,1,January,3.7,2007-01-01,Midwest,West North Central
2006,Iowa,12,December,3.7,2006-12-01,Midwest,West North Central
2006,Iowa,11,November,3.7,2006-11-01,Midwest,West North Central
2006,Iowa,10,October,3.7,2006-10-01,Midwest,West North Central
2006,Iowa,9,September,3.7,2006-09-01,Midwest,West North Central
2006,Iowa,8,August,3.7,2006-08-01,Midwest,West North Central
2006,Iowa,7,July,3.7,2006-07-01,Midwest,West North Central
2006,Iowa,6,June,3.6,2006-06-01,Midwest,West North Central
2006,Iowa,5,May,3.6,2006-05-01,Midwest,West North Central
2006,Iowa,4,April,3.6,2006-04-01,Midwest,West North Central
2006,Iowa,3,March,3.7,2006-03-01,Midwest,West North Central
2006,Iowa,2,February,3.8,2006-02-01,Midwest,West North Central
2006,Iowa,1,January,3.9,2006-01-01,Midwest,West North Central
2016,Kansas,12,December,4,2016-12-01,Midwest,West North Central
2016,Kansas,11,November,4.1,2016-11-01,Midwest,West North Central
2016,Kansas,10,October,4.1,2016-10-01,Midwest,West North Central
2016,Kansas,9,September,4.2,2016-09-01,Midwest,West North Central
2016,Kansas,8,August,4.1,2016-08-01,Midwest,West North Central
2016,Kansas,7,July,4.1,2016-07-01,Midwest,West North Central
2016,Kansas,6,June,4.1,2016-06-01,Midwest,West North Central
2016,Kansas,5,May,4,2016-05-01,Midwest,West North Central
2016,Kansas,4,April,4,2016-04-01,Midwest,West North Central
2016,Kansas,3,March,3.9,2016-03-01,Midwest,West North Central
2016,Kansas,2,February,3.9,2016-02-01,Midwest,West North Central
2016,Kansas,1,January,3.9,2016-01-01,Midwest,West North Central
2015,Kansas,12,December,3.9,2015-12-01,Midwest,West North Central
2015,Kansas,11,November,3.9,2015-11-01,Midwest,West North Central
2015,Kansas,10,October,4,2015-10-01,Midwest,West North Central
2015,Kansas,9,September,4,2015-09-01,Midwest,West North Central
2015,Kansas,8,August,4,2015-08-01,Midwest,West North Central
2015,Kansas,7,July,4.1,2015-07-01,Midwest,West North Central
2015,Kansas,6,June,4.2,2015-06-01,Midwest,West North Central
2015,Kansas,5,May,4.3,2015-05-01,Midwest,West North Central
2015,Kansas,4,April,4.4,2015-04-01,Midwest,West North Central
2015,Kansas,3,March,4.4,2015-03-01,Midwest,West North Central
2015,Kansas,2,February,4.3,2015-02-01,Midwest,West North Central
2015,Kansas,1,January,4.3,2015-01-01,Midwest,West North Central
2014,Kansas,12,December,4.3,2014-12-01,Midwest,West North Central
2014,Kansas,11,November,4.3,2014-11-01,Midwest,West North Central
2014,Kansas,10,October,4.3,2014-10-01,Midwest,West North Central
